"STANDARD_CODE","VERSION","EQUIPMENTTYPE","SPECIFICATION","MINVALUE","MAXVALUE","UNIT","DESCRIPTION"
"ASME-B31.8","2022","Pipeline","Class3DesignFactor",0.50,0.50,"-","Location class 3 design factor"
"ASME-B31.8","2022","Pipeline","Class4DesignFactor",0.40,0.40,"-","Location class 4 design factor"
"ASME-B31.8","2022","Pipeline","HydroTestClass1",1.25,1.25,"-","Hydrostatic test factor class 1"
"ASME-B31.8","2022","Pipeline","HydroTestClass2",1.25,1.25,"-","Hydrostatic test factor class 2"
"ASME-B31.8","2022","Pipeline","HydroTestClass3",1.40,1.40,"-","Hydrostatic test factor class 3"
"ASME-B31.8","2022","Pipeline","HydroTestClass4",1.40,1.40,"-","Hydrostatic test factor class 4"
"ASME-B31.8","2022","Pipeline","TempDerate250F",1.000,1.000,"-","Temperature derating at 250F (121C)"
"ASME-B31.8","2022","Pipeline","TempDerate300F",0.967,0.967,"-","Temperature derating at 300F (149C)"
"ASME-B31.8","2022","Pipeline","TempDerate350F",0.933,0.933,"-","Temperature derating at 350F (177C)"
"ASME-B31.8","2022","Pipeline","TempDerate400F",0.900,0.900,"-","Temperature derating at 400F (204C)"
"ASME-B31.8","2022","Pipeline","TempDerate450F",0.867,0.867,"-","Temperature derating at 450F (232C)"
"ASME-B31.8","2022","MultiphasePipe","DesignFactor",0.40,0.72,"-","Design factor range"
"ASME-B31.8","2022","TransientPipe","DesignFactor",0.40,0.72,"-","Design factor range"
"ASME-B31.4","2022","MultiphasePipe","DesignFactor",0.72,0.72,"-","Design factor for liquid pipelines"
"ASME-B31.4","2022","PipeBeggsAndBrills","DesignFactor",0.72,0.72,"-","Design factor for liquid pipelines"
"ASME-B31.3","2022","AdiabaticPipe","CorrosionAllowance",1.50,3.00,"mm","Corrosion allowance"
"ASME-B31.3","2022","AdiabaticPipe","MinTemperature",-29.00,-29.00,"C","Minimum design temperature"
"ASME-B31.3","2022","AdiabaticPipe","MaxTemperature",427.00,427.00,"C","Maximum design temperature"
"ASME-B31.3","2022","TopsidePiping","MaxPressure",0.00,420.00,"barg","Maximum design pressure per B31.3"
"ASME-B31.3","2022","TopsidePiping","MinTemperature",-29.00,-29.00,"C","Minimum design temperature"
"ASME-B31.3","2022","TopsidePiping","MaxTemperature",427.00,427.00,"C","Maximum design temperature CS"
"ASME-B31.3","2022","TopsidePiping","JointEfficiency",0.80,1.00,"-","Longitudinal weld joint factor"
"ASME-B31.3","2022","TopsidePiping","CorrosionAllowance",1.50,3.00,"mm","Corrosion allowance"
"ASME-B31.3","2022","TopsidePiping","AllowableStressA106B",138.00,138.00,"MPa","Allowable stress A106-B at 20C"
"ASME-B31.3","2022","TopsidePiping","AllowableStressA312TP316",138.00,138.00,"MPa","Allowable stress 316SS at 20C"
"ASME-B31.3","2022","TopsidePiping","ThermalExpansionCS",11.70,11.70,"1e-6/K","Thermal expansion carbon steel"
"ASME-B31.3","2022","TopsidePiping","ThermalExpansionSS",16.00,16.00,"1e-6/K","Thermal expansion stainless steel"
"ASME-B31.3","2022","TopsidePiping","YoungModulusCS",207000.00,207000.00,"MPa","Young modulus carbon steel"
"ASME-B31.3","2022","TopsidePiping","StressRangeFactor",1.00,1.00,"-","Stress range factor f for <7000 cycles"
"ASME-B31.3","2022","PROCESS_GAS","MaxVelocity",20.00,30.00,"m/s","Max velocity for process gas"
"ASME-B31.3","2022","PROCESS_LIQUID","MaxVelocity",3.00,5.00,"m/s","Max velocity for process liquid"
"ASME-B31.3","2022","STEAM","MaxVelocity",30.00,50.00,"m/s","Max velocity for steam"
"ASME-B31.3","2022","FLARE","MaxVelocity",60.00,100.00,"m/s","Max velocity for flare headers"
"ASME-B16.5","2020","Pipeline","FlangePressureClass150",19.00,19.00,"barg","Class 150 rating at ambient"
"ASME-B16.5","2020","Pipeline","FlangePressureClass300",49.00,49.00,"barg","Class 300 rating at ambient"
"ASME-B16.5","2020","Pipeline","FlangePressureClass600",99.00,99.00,"barg","Class 600 rating at ambient"
"ASME-B16.5","2020","Pipeline","FlangePressureClass900",149.00,149.00,"barg","Class 900 rating at ambient"
"ASME-B16.5","2020","Pipeline","FlangePressureClass1500",249.00,249.00,"barg","Class 1500 rating at ambient"
"ASME-B16.5","2020","Pipeline","FlangePressureClass2500",415.00,415.00,"barg","Class 2500 rating at ambient"
"ASME-B16.5","2020","TopsidePiping","FlangePressureClass150",19.60,19.60,"barg","Class 150 rating at ambient"
"ASME-B16.5","2020","TopsidePiping","FlangePressureClass300",51.00,51.00,"barg","Class 300 rating at ambient"
"ASME-B16.5","2020","TopsidePiping","FlangePressureClass600",102.00,102.00,"barg","Class 600 rating at ambient"
"ASME-B16.5","2020","TopsidePiping","FlangePressureClass900",153.00,153.00,"barg","Class 900 rating at ambient"
"ASME-B16.5","2020","TopsidePiping","FlangePressureClass1500",255.00,255.00,"barg","Class 1500 rating at ambient"
"ASME-B16.5","2020","TopsidePiping","FlangePressureClass2500",425.00,425.00,"barg","Class 2500 rating at ambient"
"ASME-B31.3","2022","Manifold","WallThicknessFormula",1.0,1.0,"-","P*D/(2*(S*E+P*Y)) per ASME B31.3"
"ASME-B31.3","2022","Manifold","JointEfficiency",0.85,1.0,"-","Weld joint efficiency"
"ASME-B31.3","2022","Manifold","YCoefficient",0.4,0.4,"-","Y coefficient for ferritic steel"
"ASME-B31.3","2022","Manifold","AllowableStressA106B",138.0,138.0,"MPa","Allowable stress at ambient"
"ASME-B31.3","2022","Manifold","AllowableStress316SS",138.0,138.0,"MPa","Allowable stress 316SS at ambient"
"ASME-B31.3","2022","Manifold","ReinforcementAreaRatio",1.0,1.0,"-","Required reinforcement area ratio"
"ASME-B31.3","2022","Manifold","CorrosionAllowance",1.5,3.0,"mm","Corrosion allowance range"
"ASME-B31.3","2022","Manifold","TestPressureFactor",1.5,1.5,"-","Hydrotest pressure factor"
"ASME-B31.3","2022","Manifold","ThermalExpansionStressRange",0.0,207.0,"MPa","Allowable thermal stress range"
"ASME-B31.3","2022","Manifold","SustainedStressAllowable",0.0,138.0,"MPa","Sustained stress allowable"
"ASME-B16.5","2020","Manifold","FlangePressureClass150",19.60,19.60,"barg","Class 150 rating at ambient"
"ASME-B16.5","2020","Manifold","FlangePressureClass300",51.00,51.00,"barg","Class 300 rating at ambient"
"ASME-B16.5","2020","Manifold","FlangePressureClass600",102.00,102.00,"barg","Class 600 rating at ambient"
"ASME-B16.5","2020","Manifold","FlangePressureClass900",153.00,153.00,"barg","Class 900 rating at ambient"
"ASME-B16.5","2020","Manifold","FlangePressureClass1500",255.00,255.00,"barg","Class 1500 rating at ambient""ASME-B16.5","2020","Manifold","FlangePressureClass2500",425.00,425.00,"barg","Class 2500 rating at ambient"
"ASME-B31.3","2022","Manifold","MaxGasVelocity",20.00,30.00,"m/s","Maximum gas velocity in manifold header"
"ASME-B31.3","2022","Manifold","MaxLiquidVelocity",3.00,5.00,"m/s","Maximum liquid velocity in manifold header"
"ASME-B31.3","2022","Manifold","MaxTwoPhaseVelocity",10.00,15.00,"m/s","Maximum two-phase velocity"
"ASME-B31.3","2022","Manifold","MinWallThickness",3.00,3.00,"mm","Minimum wall thickness (schedule dependent)"
"ASME-B31.3","2022","Manifold","BranchConnectionAngle",45.00,90.00,"degrees","Branch connection angle range"
"ASME-B31.3","2022","Manifold","BranchReinforcementRequired",1.0,1.0,"-","Branch reinforcement required flag"
"ASME-B31.3","2022","Manifold","StressIntensificationFactor",1.3,2.1,"-","SIF for unreinforced branch"
"ASME-B73.1","2020","Pump","MaxAllowableNozzleLoads",1.0,1.0,"-","Per ASME B73.1 Table 1"
"ASME-B73.1","2020","Pump","SuctionFlangeClass",150.00,150.00,"-","Standard suction flange class"
"ASME-B73.1","2020","Pump","DischargeFlangeClass",150.00,300.00,"-","Standard discharge flange class"
"ASME-B73.1","2020","Pump","MaxCasingPressure",275.00,275.00,"psi","Standard casing pressure rating"
"ASME-B73.1","2020","Pump","MaxTemperature",260.00,260.00,"C","Maximum temperature rating"
"ASME-B73.1","2020","Pump","MinTemperature",-29.00,-29.00,"C","Minimum temperature rating"
"ASME-B73.1","2020","Pump","BearingLIfe",17520.00,17520.00,"hours","Minimum L10 bearing life"
"ASME-B73.1","2020","Pump","VibrationLimit",2.5,2.5,"mm/s","Maximum vibration velocity"
"ASME-B73.2","2020","Pump","MaxCasingPressure",500.00,500.00,"psi","B73.2 high pressure rating"
"ASME-B73.2","2020","Pump","MaxTemperature",315.00,315.00,"C","B73.2 high temp rating"
"ASME-B73.3","2020","Pump","SeallessPumpMaxPressure",275.00,275.00,"psi","Sealless pump max pressure"
"ASME-B73.3","2020","Pump","SeallessPumpMaxTemperature",260.00,260.00,"C","Sealless pump max temperature"
"ASME-PTC-8.2","2020","Pump","TestAcceptanceEfficiency",0.97,1.00,"-","Efficiency tolerance 97-100% of guarantee"
"ASME-PTC-8.2","2020","Pump","TestAcceptanceHead",0.97,1.03,"-","Head tolerance 97-103% of guarantee"
"ASME-PTC-8.2","2020","Pump","TestAcceptanceCapacity",0.97,1.03,"-","Capacity tolerance at rated point"
"ASME-PTC-8.2","2020","Pump","TestAcceptanceNPSHR",1.00,1.03,"-","NPSHR tolerance (max 103%)"
"ASME-PTC-8.2","2020","Pump","TestAcceptancePower",0.96,1.04,"-","Power tolerance +/-4%"
"ASME-B31.3","2022","Pump","SuctionPipingMaxVelocity",1.5,2.0,"m/s","Max suction piping velocity"
"ASME-B31.3","2022","Pump","DischargePipingMaxVelocity",3.0,5.0,"m/s","Max discharge piping velocity"
"ASME-B31.3","2022","Pump","MinSuctionPipeSize",1.0,1.0,"-","Min suction pipe size multiplier"
"ASME-B31.3","2022","Pump","SuctionStrainerPressureDrop",0.05,0.1,"bar","Suction strainer pressure drop"
"ASME-B16.5","2020","Pump","FlangeClass150",19.60,19.60,"barg","Class 150 pressure rating"
"ASME-B16.5","2020","Pump","FlangeClass300",51.00,51.00,"barg","Class 300 pressure rating"
"ASME-B16.5","2020","Pump","FlangeClass600",102.00,102.00,"barg","Class 600 pressure rating"
"ASME-B16.5","2020","Pump","FlangeClass900",153.00,153.00,"barg","Class 900 pressure rating"
"ASME-B16.5","2020","Pump","FlangeClass1500",255.00,255.00,"barg","Class 1500 pressure rating"
"ASME-B31.3","2022","CentrifugalPump","CasingDesignPressure",1.25,1.25,"-","Design pressure factor over MAWP"
"ASME-B31.3","2022","CentrifugalPump","MinCasingWallThickness",6.0,6.0,"mm","Minimum casing wall thickness"
"ASME-B31.3","2022","ReciprocatingPump","PulsationDampenerVolume",5.0,10.0,"-","Dampener volume x stroke volume"
"ASME-B31.3","2022","ReciprocatingPump","AccelerationHead",0.0,100.0,"m","Max acceleration head allowance"
